"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct","chosen_dev"
"8723",8824,1,2,1,1,74,74,0,1,79312.492700763,5,8,0.15,0,0,0.85,2,0,0,0,1,40,4,1,2.4200818328818,0,1,79312.8541423419,2,79313.1296702016,0.15,0,1,0.834661000206947,0.228534840147783,0,0,0.0741722754831794,0,0,0,0,0,0,0,79315.6230845578,79316.153331973,0,0,1.77777777777778,0,0,0,1,79316.1545864963,79061.2925122223,"19","fill",2,0,0
"8724",8825,1,2,1,1,75,75,0,1,79316.4399235453,6,8,0.15,0,0,0.85,2,0,0,0,1,40,4,1,1.08361712939729,0,1,79316.7907409174,2,79317.1139642093,0.15,0,1,0.327020593256062,0.252973169929708,0,0,0.766113172500971,0,0,0,0,0,0,0,79318.2751019376,79318.8044778877,0,0,1.66666666666667,0,0,0,0,79318.8057511262,79061.2925122223,"19","fill",2,0,0
"8725",8826,1,1,2,1,76,76,0,1,79319.0872506499,7,8,0.15,0,0,0.85,2,0,0,0,1,40,4,2,0.732527480934749,0,2,79319.4428114242,2,79319.786080828,0,0.85,0,0.432582062104188,0.606294541768311,0,1,0.522094085924166,0,1,1,0,0,2,0,79320.5936826479,79321.1231811524,0,0,1.55555555555556,0,0,0,0,79321.1238630505,79061.2925122223,"19","fill",2,1,0
"8726",8827,1,2,1,1,77,77,0,1,79321.5694241025,8,8,0.15,0,0,0.85,2,0,0,0,1,40,4,3,1.36281836340185,0,2,79321.9115527836,1,79322.202103832,0,0.85,0,0.0509362149753286,0.455865249144545,0,1,0.0925716724240913,0,1,1,0,0,2,0,79323.6295751162,79324.1611751587,0,0,1.55555555555556,0,0,0,0,79324.1618751683,79061.2925122223,"19","fill",2,1,0
"8727",8828,1,2,1,1,78,78,0,1,79324.6041194007,9,8,0.15,0,0,0.85,2,0,0,0,1,40,4,4,1.93470951592296,0,2,79324.9473743152,1,79325.2256261448,0,0.85,0,0.49897488360357,0.731841467602693,0,1,0.0722903994151565,0,1,1,0,0,2,0,79327.2324698775,79327.7650808437,0,0,1.55555555555556,0,0,0,0,79327.7657512711,79061.2925122223,"19","fill",2,1,0
"8728",8829,1,1,2,1,79,79,0,1,79328.2828123057,10,8,0.15,0,0,0.85,2,0,0,0,1,40,4,5,1.0819893177166,0,2,79328.6168907261,2,79328.9696460288,0,0.85,0,0.521822019911929,0.177385661556694,0,1,0.110745140570427,0,1,1,0,0,2,0,79330.1347030861,79330.6634067976,0,1,1.55555555555556,0,1,0,0,79330.6642504917,79061.2925122223,"19","fill",2,1,0
"8729",8830,1,1,2,1,80,80,0,1,79331.1102124117,1,9,0,0,0,0,0,0,8,0,1,40,4,5,0.686077037796901,0,1,79331.4691703,1,79332.5216867121,0,0,1,0.430709444876387,0.347388477617903,0,0,0.930451247708059,0,0,0,0,1,0,0,79333.2873534629,79333.819717207,0,1,1.55555555555556,0,0,0,0,79333.8210668157,79061.2925122223,"19","extinction",1,1,0
"8730",8831,1,1,2,1,81,81,0,1,79334.1091202881,2,9,0,0,0,0,0,0,8,0,1,40,4,5,2.33762402429634,0,2,79334.4715706777,2,79334.7457697569,0,0,0,0.618878693785899,0.999094152393559,0,0,0.132750063807171,0,0,0,0,1,0,0,79337.1571417273,79337.6893771817,0,1,1.55555555555556,0,0,0,0,79337.6907802193,79061.2925122223,"19","extinction",1,0,0.990929901197007
"8731",8832,1,1,2,1,82,82,0,1,79337.9794371066,3,9,0,0,0,0,0,0,8,0,1,40,4,5,1.84765515405713,0,1,79338.341370111,1,79338.6983970114,0,0,1,0.396629546752159,0.817421000366531,0,0,0.878121448346245,0,0,0,0,1,0,0,79340.6265257431,79341.1553704225,0,1,1.55555555555556,0,0,0,0,79341.1567308981,79061.2925122223,"19","extinction",1,1,5.07827530027427e-14
"8732",8833,1,1,2,1,83,83,0,1,79341.4428902093,4,9,0,0,0,0,0,0,8,0,1,40,4,5,1.5542955704344,0,1,79341.7941911584,1,79342.2972103458,0,0,1,0.897106683476441,0.385570393195929,0,0,0.37603316426569,0,0,0,0,1,0,0,79343.9293289206,79344.4685662815,0,1,1.55555555555556,0,0,0,0,79344.4699370203,79061.2925122223,"19","extinction",1,1,2.66433368423247e-14
"8733",8834,1,1,2,1,84,84,0,1,79344.7565572692,5,9,0,0,0,0,0,0,8,0,1,40,4,5,1.24297058560655,0,2,79345.1136753308,2,79345.3694556166,0,0,0,0.795440889466748,0.649992816937006,0,0,0.834870129252928,0,0,0,0,1,0,0,79346.6814286473,79347.2106612147,0,1,1.55555555555556,0,0,0,0,79347.2119899952,79061.2925122223,"19","extinction",1,0,0.323668408240653
"8734",8835,1,2,1,1,85,85,0,1,79347.4985305535,6,9,0,0,0,0,0,0,8,0,1,40,4,5,1.49572471408843,0,2,79347.8658906693,1,79348.4255991587,0,0,0,0.722261184692308,0.955921941358084,0,0,0.771514690306088,0,0,0,0,1,0,0,79350.0008672391,79350.5320054383,0,1,1.66666666666667,0,0,0,0,79350.5333411615,79061.2925122223,"19","extinction",1,0,0.110108586710497
"8735",8836,1,1,2,1,86,86,0,1,79350.8194524772,7,9,0,0,0,0,0,0,8,0,1,40,4,5,1.11094837530298,0,2,79351.1851197714,2,79351.5136618075,0,0,0,0.741826683580465,0.659195414536108,0,0,0.355531614201484,0,0,0,0,1,0,0,79352.6864259125,79353.2390428434,0,1,1.66666666666667,0,0,0,0,79353.2403939614,79061.2925122223,"19","extinction",1,0,0.0388259597869565
"8736",8837,1,1,2,1,87,87,0,1,79353.5240520742,8,9,0,0,0,0,0,0,8,0,1,40,4,5,0.664743156370479,0,1,79353.8873029921,1,79354.1856431938,0,0,1,0.688158442738245,0.379812891781434,0,0,0.450004508585729,0,0,0,0,1,0,0,79354.9215198448,79355.4520002946,0,1,1.66666666666667,0,1,0,0,79355.4537679772,79061.2925122223,"19","extinction",1,1,1.40101244407859e-14
"8737",8838,1,2,1,1,88,88,0,1,79355.7384032055,1,10,0.85,0,0,0.85,0,1,20,2,1,45,0,5,1.7288511207979,0,1,79356.0891915992,2,79356.5704111794,0.85,0,1,0.00427742970213119,0.998074251974765,1,0,0.113719243332646,1,0,1,0,1,1,0,79358.3743439109,79358.9052511884,1,1,1.55555555555556,1,0,0,0,79360.2868620375,79061.2925122223,"19","reinstatement",1,1,7.38261497290962e-15
"8738",8839,1,1,2,1,89,89,0,1,79360.7983498611,2,10,0.85,0,0,0.85,0,1,20,2,1,45,1,5,1.95343663821876,0,1,79361.1433000122,1,79361.865145381,0.85,0,1,0.15681195317979,0.94063853300449,1,0,0.833242558763417,1,0,1,0,1,1,0,79363.8955032764,79364.4251484841,0,1,1.44444444444444,0,0,0,0,79364.4258427584,79061.2925122223,"19","reinstatement",1,1,3.89685506085868e-15
"8739",8840,1,2,1,1,90,90,0,1,79364.8649811701,3,10,0.85,0,0,0.85,0,1,20,2,1,45,2,5,1.38649500184796,0,1,79365.2132626301,2,79365.5293013911,0.85,0,1,0.237480280905598,0.903782797670437,1,0,0.185276666650993,1,0,1,0,1,1,0,79366.9812826686,79367.5117839467,0,1,1.44444444444444,0,0,0,0,79367.5125090105,79061.2925122223,"19","reinstatement",1,1,2.06107353406537e-15
"8740",8841,1,1,2,1,91,91,0,1,79367.9701374542,4,10,0.85,0,0,0.85,0,1,20,2,1,45,3,5,1.56012170349251,0,1,79368.3324661949,1,79368.6015252299,0.85,0,1,0.817869352220387,0.490735723524843,1,0,0.473206063600984,1,0,1,0,1,1,0,79370.2338442387,79370.7687686473,0,1,1.33333333333333,0,0,0,0,79370.769508804,79061.2925122223,"19","reinstatement",1,1,1.09154352223584e-15
"8741",8842,1,2,1,1,92,92,0,1,79371.22026997,5,10,0.85,0,0,0.85,0,1,20,2,1,45,4,5,0.977172116679076,0,1,79371.5684050287,2,79371.9135861015,0.85,0,1,0.469110030086832,0.0170369638421968,1,0,0.136110629716021,1,0,1,0,1,1,0,79372.9528080676,79373.4833787731,0,1,1.33333333333333,0,0,0,0,79373.4840612748,79061.2925122223,"19","reinstatement",1,1,5.7903681849325e-16
"8742",8843,1,1,2,1,93,93,0,1,79373.9327181862,6,10,0.85,0,0,0.85,0,1,20,2,1,50,0,5,1.29528325085846,0,1,79374.2705577618,1,79374.6023375308,0.85,0,1,0.371910792908413,0.245139139355135,1,0,0.385240211551874,1,0,1,0,1,1,0,79375.9552531203,79376.4876210905,1,1,1.33333333333333,1,0,0,0,79377.8863310082,79061.2925122223,"19","reinstatement",1,1,3.07615044548015e-16
"8743",8844,1,1,2,1,94,94,0,1,79378.4037132201,7,10,0.85,0,0,0.85,0,1,20,2,1,50,1,5,1.8093719260594,0,1,79378.7574085097,1,79379.064977427,0.85,0,1,0.831890010359282,0.564320133789215,1,0,0.315468307854426,1,0,1,0,1,1,0,79380.9424959823,79381.4731690177,0,1,1.22222222222222,0,0,1,0,79381.4739031373,79061.2925122223,"19","reinstatement",1,1,1.63480340376054e-16
"8744",8845,1,1,2,1,95,95,0,1,79381.9181206178,8,10,0.85,0,0,0.85,0,1,20,2,1,50,2,5,1.7560086808631,0,1,79382.2770640169,1,79382.5850999091,0.85,0,1,0.218049340400455,0.452730609656419,1,0,0.757210751081343,1,0,1,0,1,1,0,79384.4121015621,79384.9426529486,0,1,1.11111111111111,0,0,1,0,79384.9433888793,79061.2925122223,"19","reinstatement",1,1,8.70969962818435e-17
"8745",8846,1,2,1,1,96,96,0,1,79385.3807475341,9,10,0.85,0,0,0.85,0,1,20,2,1,50,3,5,1.5450558773924,0,1,79385.7298597083,2,79386.1213609465,0.85,0,1,0.666867691083598,0.298060449034497,1,0,0.524989174581041,1,0,1,0,1,1,0,79387.7314444647,79388.2684821837,0,1,1,0,0,1,0,79388.2691683078,79061.2925122223,"19","reinstatement",1,1,4.63240557024847e-17
"8746",8847,1,2,1,1,97,97,0,1,79388.7154148802,10,10,0.85,0,0,0.85,0,1,20,2,1,50,3,5,0.9372871274579,0,1,79389.0658914541,2,79389.4495153966,0.85,0,1,0.917105633687277,0.515756258568599,0,0,0.421025602814141,0,0,0,0,1,0,0,79390.4501825036,79390.9787512844,0,1,1,0,0,1,0,79390.9800830835,79061.2925122223,"19","reinstatement",1,1,2.47024622979097e-17
"8747",8848,1,1,2,1,98,98,0,1,79391.2656776177,11,10,0.85,0,0,0.85,0,1,20,2,1,50,4,5,1.44948757318005,0,1,79391.6178304111,1,79391.8979332362,0.85,0,1,0.0618745293874244,0.519563884179747,1,0,0.293047483524418,1,0,1,0,1,1,0,79393.4192513792,79393.9485047748,0,1,1,0,0,1,0,79393.9492111234,79061.2925122223,"19","reinstatement",1,1,1.31700206296159e-17
"8748",8849,1,2,1,1,99,99,0,1,79394.3877367626,12,10,0.85,0,0,0.85,0,1,20,2,1,50,4,5,1.5290894869434,0,1,79394.7537514957,2,79395.0647966139,0.85,0,1,0.88136945889875,0.517236686168382,0,0,0.842770039869432,0,0,0,0,1,0,0,79396.6718805655,79397.2009389606,0,1,1,0,0,1,0,79397.2023302258,79061.2925122223,"19","reinstatement",1,1,6.96664947952286e-18
"8749",8850,1,1,2,1,100,100,0,1,79397.4812784426,13,10,0.85,0,0,0.85,0,1,20,2,1,60,0,0,1.05007170550553,0,1,79397.8395547348,1,79398.0890394625,0.85,0,1,0.68403678030178,0.22138976101167,1,0,0.195416848794762,1,0,1,0,1,1,0,79399.2240745928,79399.7575618538,1,1,1,3,1,1,0,79402.0211702324,79061.2925122223,"19","reinstatement",1,1,3.78863607153335e-18
"8750",8851,1,1,2,1,101,101,0,1,79402.7349617183,1,11,0.85,0,0,0.85,0,0,4,0,3,60,1,0,2.83214205413807,0,1,79403.09383569,1,79403.3854610524,0.85,0,1,0.198686356774175,0.986922546103016,1,0,0.228052920819279,1,0,1,0,0,1,0,79406.2963346547,79406.8256212547,0,0,1,0,0,1,0,79406.8263520538,79061.2925122223,"19","post",3,0,1.97064586870965e-18
"8751",8852,1,2,1,1,102,102,0,1,79407.2654783912,2,11,0.85,0,0,0.85,0,0,4,0,3,60,2,0,2.44395439322197,0,1,79407.6308737109,2,79407.9135341818,0.85,0,1,0.253103256839782,0.693714492874684,1,0,0.431284969319659,1,0,1,0,0,1,0,79410.4164697544,79410.9497411866,0,0,1,0,0,1,0,79410.9504614207,79061.2925122223,"19","post",3,0,0
"8752",8853,1,1,2,1,103,103,0,1,79411.3913101619,3,11,0.85,0,0,0.85,0,0,4,0,3,60,3,0,1.39391250536414,0,1,79411.7507733611,1,79412.040537163,0.85,0,1,0.473913287165372,0.443735662607235,1,0,0.60516080863893,1,0,1,0,0,1,0,79413.5022575987,79414.0344453594,0,0,1,0,0,1,0,79414.0351468782,79061.2925122223,"19","post",3,0,0
"8753",8854,1,2,1,1,104,104,0,1,79414.4793863944,4,11,0.85,0,0,0.85,0,0,4,0,3,60,3,1,1.77333112611651,0,1,79414.8366095027,2,79415.1447920981,0.85,0,1,0.171360247364624,0.41220023818119,0,1,0.934844535344974,0,1,1,0,0,2,0,79416.9884189021,79417.5205927774,0,0,1,0,1,1,0,79417.5214627332,79061.2925122223,"19","post",3,0,0
"8754",8855,1,1,2,1,105,105,0,1,79417.958930057,1,12,0.85,0,0,0.15,1,0,0,0,2,60,4,1,1.35380058567729,0,1,79418.3227581281,1,79418.6650323049,0.85,0,1,0.219326931877095,0.20262449584706,1,0,0.093232280616092,1,0,1,0,0,1,0,79420.0908337086,79420.6198262986,0,0,1,0,0,1,0,79420.6204891796,79061.2925122223,"19","fill",1,1,0
"8755",8856,1,2,1,1,106,106,0,1,79421.0691312999,2,12,0.85,0,0,0.15,1,0,0,0,2,60,5,1,1.0495366157319,0,1,79421.4254189492,2,79421.7210336717,0.85,0,1,0.19267877858326,0.513300152402621,1,0,0.364467791669927,1,0,1,0,0,1,0,79422.8431776388,79423.3734685216,1,0,1,0,1,1,0,79423.374301047,79061.2925122223,"19","fill",1,1,0
"8756",8857,1,2,1,1,107,107,0,1,79423.8064124979,1,13,0,0,0,0,0,0,8,0,2,60,5,1,0.655995361359065,0,2,79424.1609665746,1,79425.561296868,0,0,0,0.324874289827317,0.254663598184036,0,0,0.321387835865965,0,0,0,1,0,0,0,79426.2792573198,79426.8138662864,1,0,1,0,0,1,0,79426.8152177063,79061.2925122223,"19","extinction",2,1,0
"8757",8858,1,2,1,1,108,108,0,1,79427.0965853178,2,13,0,0,0,0,0,0,8,0,2,60,5,1,1.24138970647993,0,1,79427.4468303665,2,79427.7378713311,0,0,1,0.433758350480224,0.813256131879435,0,0,0.228729110724823,0,0,0,1,0,0,0,79429.0482288159,79429.582529887,1,0,1.11111111111111,0,0,1,0,79429.5838604787,79061.2925122223,"19","extinction",2,0,0.927373392781669
"8758",8859,1,2,1,1,109,109,0,1,79429.8697182333,3,13,0,0,0,0,0,0,8,0,2,60,5,1,1.28423659386338,0,2,79430.2324481438,1,79430.4566253684,0,0,0,0.42006913142037,0.295983381874258,0,0,0.350799270216568,0,0,0,1,0,0,0,79431.8169971613,79432.345598241,1,0,1.11111111111111,0,0,1,0,79432.3469671687,79061.2925122223,"19","extinction",2,1,1.35658540465226e-12
"8759",8860,1,2,1,1,110,110,0,1,79432.6339405919,4,13,0,0,0,0,0,0,8,0,2,60,5,1,1.71812062851263,0,2,79432.9847640011,1,79433.2248868937,0,0,0,0.188582930077396,0.916861091039232,0,0,0.656731848918259,0,0,0,1,0,0,0,79435.0196968618,79435.5509156571,1,0,1.22222222222222,0,0,1,0,79435.5522622473,79061.2925122223,"19","extinction",2,1,7.01995249361825e-13
"8760",8861,1,1,2,1,111,111,0,1,79435.8381471692,5,13,0,0,0,0,0,0,8,0,2,60,5,1,0.893040069624944,0,1,79436.2038953614,1,79436.4568611198,0,0,1,0.332116472674367,0.185470054437918,0,0,0.281100236948029,0,0,0,1,0,0,0,79437.4216393807,79437.95262816,1,0,1.33333333333333,0,0,0,0,79437.9539662981,79061.2925122223,"19","extinction",2,0,0.301806895114176
"8761",8862,1,2,1,1,112,112,0,1,79438.2393039508,6,13,0,0,0,0,0,0,8,0,2,60,5,1,0.882826539789848,0,2,79438.5893060035,1,79438.9049653285,0,0,0,0.409899392559341,0.850063115042502,0,0,0.778555832440184,0,0,0,1,0,0,0,79439.8568216367,79440.3860973698,1,0,1.33333333333333,0,0,0,0,79440.387441847,79061.2925122223,"19","extinction",2,1,3.64440734613673e-13
"8762",8863,1,2,1,1,113,113,0,1,79440.6748698689,7,13,0,0,0,0,0,0,8,0,2,60,5,1,1.19697815915449,0,2,79441.0246126252,1,79442.073178315,0,0,0,0.385570398791344,0.131504194563785,0,0,0.134098751439847,0,0,0,1,0,0,0,79443.3264193682,79443.8609685669,1,0,1.44444444444444,0,0,0,0,79443.8622928195,79061.2925122223,"19","extinction",2,1,1.89768125139757e-13
"8763",8864,1,1,2,1,114,114,0,1,79444.1478514326,8,13,0,0,0,0,0,0,8,0,2,60,5,1,2.33845337646294,0,2,79444.5106091139,2,79444.9853142889,0,0,0,0.499224771157343,0.709585160886292,0,0,0.98338718668452,0,0,0,1,0,0,0,79447.3962778449,79447.9267652375,1,0,1.55555555555556,0,1,0,0,79447.9291088658,79061.2925122223,"19","extinction",2,1,9.90900043676612e-14
"8764",8865,1,2,1,1,115,115,0,1,79448.2179432458,1,14,0.85,0,0,0.85,0,2,20,0,2,60,5,2,1.64812543994865,0,1,79448.5807193405,2,79448.9043721769,0.85,0,1,0.329557352022289,0.850847155491724,0,1,0.914357852211845,0,1,1,1,0,2,0,79450.6156648793,79451.1662400402,1,0,1.66666666666667,0,0,0,0,79451.1669551426,79061.2925122223,"19","reinstatement",2,0,0.102334094906776
"8765",8866,1,2,1,1,116,116,0,1,79451.6097164584,2,14,0.85,0,0,0.85,0,2,20,0,2,60,5,2,1.18152121844837,0,1,79451.9501100576,2,79452.2487047258,0.85,0,1,0.652829240084964,0.631689698658092,1,0,0.074894579595521,0,0,1,1,0,1,1,79453.4653931464,79453.5198982013,1,0,1.66666666666667,0,0,0,0,79454.2705004087,79061.2925122223,"19","reinstatement",2,0,0.035977118595473
"8766",8867,1,2,1,1,117,117,0,1,79454.7256358043,3,14,0.85,0,0,0.85,0,2,20,0,2,60,5,2,0.706528349175504,0,1,79455.0693027555,2,79455.3688337883,0.85,0,1,0.269351415844002,0.36341644821054,1,0,0.334279836443616,0,0,1,1,0,1,1,79456.10958515,79456.1609526891,1,0,1.55555555555556,0,0,0,0,79456.9059762522,79061.2925122223,"19","reinstatement",2,0,0.686040361824013
"8767",8868,1,1,2,1,118,118,0,1,79457.3430300301,4,14,0.85,0,0,0.85,0,2,20,0,2,60,5,3,1.83842982363887,0,2,79457.6880302897,2,79458.0411547652,0,0.85,0,0.332824442727777,0.727932252746761,0,1,0.793457376106061,0,1,1,1,0,2,0,79459.9564339902,79460.4855406827,1,0,1.55555555555556,0,0,0,0,79460.4862741985,79061.2925122223,"19","reinstatement",2,1,1.43183375642005e-14
"8768",8869,1,1,2,1,119,119,0,1,79460.9239166002,5,14,0.85,0,0,0.85,0,2,20,0,2,60,5,3,1.86620145102402,0,2,79461.2576291682,2,79461.5451235989,0,0.85,0,0.210725687632326,0.215008073402115,1,0,0.926897515169362,0,0,1,1,0,1,1,79463.4581446215,79463.5099362717,1,0,1.55555555555556,0,0,0,0,79464.2776176252,79061.2925122223,"19","reinstatement",2,1,7.54522833101845e-15
"8769",8870,1,1,2,1,120,120,0,1,79464.7270853281,6,14,0.85,0,0,0.85,0,2,20,0,2,60,5,4,2.01251840127345,0,2,79465.06068319,2,79465.336449216,0,0.85,0,0.882953230110543,0.338509340389724,0,1,0.181886631973982,0,1,1,1,0,2,0,79467.4125483124,79467.9459220747,1,0,1.55555555555556,0,0,0,0,79467.9466471384,79061.2925122223,"19","reinstatement",2,1,0.672977703334864
"8770",8871,1,1,2,1,121,121,0,1,79468.3882982192,7,14,0.85,0,0,0.85,0,2,20,0,2,65,5,0,1.87615020637137,0,2,79468.7303538504,2,79468.9684494623,0,0.85,0,0.383337280069728,0.169439444356375,0,1,0.585826217871605,0,1,1,1,0,2,0,79470.9153703862,79471.4642439716,1,1,1.66666666666667,2,0,0,0,79472.8618315799,79061.2925122223,"19","reinstatement",2,1,0.215639705163461
"8771",8872,1,2,1,1,122,122,0,1,79473.4175709337,8,14,0.85,0,0,0.85,0,2,20,0,2,65,5,1,1.84206464176572,0,2,79473.7676562992,1,79475.0167422721,0,0.85,0,0.08127650035816,0.840411130065352,0,1,0.230992859492783,0,1,1,1,0,2,0,79476.9202783013,79477.4619619224,1,0,1.66666666666667,0,0,0,0,79477.4626978531,79061.2925122223,"19","reinstatement",2,1,0.072060648940972
"8772",8873,1,2,1,1,123,123,0,1,79477.9159366725,9,14,0.85,0,0,0.85,0,2,20,0,2,65,5,2,1.25497865884584,0,2,79478.2713145207,1,79478.6969822012,0,0.85,0,0.704875668506882,0.00517599590462337,0,1,0.172636800566163,0,1,1,1,0,2,0,79480.0227281234,79480.5525348254,1,0,1.66666666666667,0,0,0,0,79480.5532617003,79061.2925122223,"19","reinstatement",2,1,0.0249891492533139
"8773",8874,1,2,1,1,124,124,0,1,79481.0023611361,10,14,0.85,0,0,0.85,0,2,20,0,2,65,5,3,1.6945098147996,0,2,79481.3570890832,1,79481.975996525,0,0.85,0,0.409349788456232,0.0862576881281454,0,1,0.467999954333817,0,1,1,1,0,2,0,79483.7257604718,79484.2662100958,1,0,1.66666666666667,0,0,0,0,79484.2668838437,79061.2925122223,"19","reinstatement",2,1,0.00895616231733875
"8774",8875,1,2,1,1,125,125,0,1,79484.7189526602,11,14,0.85,0,0,0.85,0,2,20,0,2,65,5,4,1.79670122680339,0,2,79485.0767665053,1,79485.3843529304,0,0.85,0,0.0936075969457613,0.471366738340421,0,1,0.184214767053596,0,1,1,1,0,2,0,79487.2452852743,79487.7798039852,1,0,1.77777777777778,0,0,0,1,79487.7805212007,79061.2925122223,"19","reinstatement",2,1,0.0033064126158389
"8775",8876,1,1,2,1,126,126,0,1,79488.2146641584,12,14,0.85,0,0,0.85,0,2,20,0,2,70,5,0,1.22036782234965,0,2,79488.5629857656,2,79488.9689774125,0,0.85,0,0.83502291599224,0.595967417968699,0,1,0.385636665986039,0,1,1,1,0,2,0,79490.2642854469,79490.7946173825,1,1,1.88888888888889,2,0,0,1,79492.1621082029,79061.2925122223,"19","reinstatement",2,1,0.00125386724416105
"8776",8877,1,1,2,1,127,127,0,1,79492.6786584932,13,14,0.85,0,0,0.85,0,2,20,0,2,70,5,0,1.16096400080502,0,2,79493.0332684137,2,79493.3527073073,0,0.85,0,0.0313961537623776,0.859385133102241,0,0,0.373334667404577,0,0,0,1,0,0,0,79494.584577996,79495.1358057747,1,0,2,0,1,0,1,79495.1375843241,79061.2925122223,"19","reinstatement",2,1,0.000487297790491922
"8777",8878,1,1,2,1,128,128,0,1,79495.424549899,1,15,0,0.85,0.85,0,0,1,20,1,2,70,5,0,1.42505999793414,0,2,79495.7854629239,2,79496.0408034021,0.85,0,0,0.572896890292503,0.372263363253711,1,0,0.669434638737543,0,0,1,1,0,1,1,79497.5110929929,79497.5628982266,1,0,2,0,0,0,1,79498.3459323982,79061.2925122223,"19","switch",1,0,0.000193699103548708
"8778",8879,1,2,1,1,129,129,0,1,79498.8038554557,2,15,0,0.85,0.85,0,0,1,20,1,2,70,5,1,1.59110347382569,0,1,79499.1382967099,2,79499.5761380362,0,0.85,1,0.0949965438095156,0.381490163335778,0,1,0.254035388309338,0,1,1,1,0,2,0,79501.2398451829,79501.7701215765,1,0,2,0,0,0,1,79501.7708122284,79061.2925122223,"19","switch",1,1,0.0977861721817648
"8779",8880,1,2,1,1,130,130,0,1,79502.2121004754,3,15,0,0.85,0.85,0,0,1,20,1,2,70,5,1,2.31459011756697,0,1,79502.5577249781,2,79502.8720669932,0,0.85,1,0.696006473575068,0.216721388288474,1,0,0.866296702623089,0,0,1,1,0,1,1,79505.2227609052,79505.2702284343,1,0,1.88888888888889,0,0,0,1,79506.0297236909,79061.2925122223,"19","switch",1,1,0.0342412203111832
"8780",8881,1,2,1,1,131,131,0,1,79506.4822797068,4,15,0,0.85,0.85,0,0,1,20,1,2,70,5,2,2.00092600337753,0,1,79506.8445408312,2,79507.0806770804,0,0.85,1,0.541496169276374,0.840354814617361,0,1,0.17842139916293,0,1,1,1,0,2,0,79509.1629066183,79509.6913697487,1,0,1.77777777777778,0,0,0,1,79509.6920760973,79061.2925122223,"19","switch",1,1,0.685361645675771
"8781",8882,1,1,2,1,132,132,0,1,79510.1252416376,5,15,0,0.85,0.85,0,0,1,20,1,2,70,5,3,0.785674979930714,0,1,79510.464125945,1,79510.8246205942,0,0.85,1,0.548143671225652,0.467163638182711,0,1,0.630529376721645,0,1,1,1,0,2,0,79511.6816148939,79512.2102938531,1,0,1.66666666666667,0,0,0,0,79512.2110062388,79061.2925122223,"19","switch",1,1,0.220250719550337
"8782",8883,1,1,2,1,133,133,0,1,79512.6567734601,6,15,0,0.85,0.85,0,0,1,20,1,2,70,5,4,1.13274769478921,0,1,79512.9995490236,1,79513.30520597,0,0.85,1,0.283926013405302,0.0147191294219718,0,1,0.174529880860963,0,1,1,1,0,2,0,79514.5173366312,79515.0495147325,1,0,1.55555555555556,0,0,0,0,79515.0502536818,79061.2925122223,"19","switch",1,1,0.0738234017056694
"8783",8884,1,2,1,1,134,134,0,1,79515.4988900668,7,15,0,0.85,0.85,0,0,1,20,1,2,75,5,0,2.00709410579251,0,1,79515.8351358302,2,79516.0888879297,0,0.85,1,0.905426872027433,0.216910142781913,0,1,0.666142720596767,0,1,1,1,0,2,0,79518.1703093927,79518.7084808918,1,1,1.44444444444444,2,0,0,0,79520.0999277955,79061.2925122223,"19","switch",1,1,0.025679485432495
"8784",8885,1,2,1,1,135,135,0,1,79520.6141990551,8,15,0,0.85,0.85,0,0,1,20,1,2,75,5,1,1.04991181141105,0,1,79520.9725852237,2,79521.3679994518,0,0.85,1,0.537779653885854,0.249617260748931,0,1,0.585467134617051,0,1,1,1,0,2,0,79522.4904084506,79523.0220395845,1,0,1.33333333333333,0,0,0,0,79523.022739594,79061.2925122223,"19","switch",1,1,0.00923258162934774
"8785",8886,1,1,2,1,136,136,0,1,79523.4692047119,9,15,0,0.85,0.85,0,0,1,20,1,2,75,5,2,0.711065071975172,0,1,79523.8249438845,1,79524.1683602933,0,0.85,1,0.00654903558056297,0.813252937038506,0,1,0.666267341111384,0,1,1,1,0,2,0,79524.9423996894,79525.4804914979,1,0,1.22222222222222,0,0,1,0,79525.4811800368,79061.2925122223,"19","switch",1,1,0.00341939094664561
"8786",8887,1,2,1,1,137,137,0,1,79525.9315886323,10,15,0,0.85,0.85,0,0,1,20,1,2,75,5,2,1.88837691243498,0,1,79526.2934528129,2,79526.6162510882,0,0.85,1,0.281762786798967,0.58988900241454,1,0,0.924369980136655,0,0,1,1,0,1,1,79528.5491069219,79528.6000249939,1,0,1.11111111111111,0,0,1,0,79529.3561068361,79061.2925122223,"19","switch",1,1,0.00130093392065551
